respondent_id,xyz_vaccine,seasonal_vaccine
26853,0.17799486,0.5151121
26854,0.00839031,0.03503983
26855,0.17192772,0.87654626
26856,0.026829999,0.006869781
26857,0.7280837,0.059434876
26858,0.025189664,0.51663077
26859,0.013133885,0.016887477
26860,0.16583869,0.02879578
26861,0.01781722,0.19136633
26862,0.020019816,0.11655299
26863,0.012922194,0.3621394
26864,0.41046563,0.2788032
26865,0.028269444,0.0193388
26866,0.01995236,0.6433007
26867,0.027460583,0.3601393
26868,0.9922007,0.9855957
26869,0.018859092,0.12257064
26870,0.89772636,0.8995218
26871,0.013895529,0.023048487
26872,0.050770413,0.280675
26873,0.036835786,0.5771559
26874,0.07511513,0.09607314
26875,0.4376836,0.8546445
26876,0.121667445,0.15844391
26877,0.37050015,0.080402374
26878,0.05256421,0.06057658
26879,0.005127211,0.017654037
26880,0.0067680357,0.13157976
26881,0.01408292,0.10598011
26882,0.011415734,0.02913108
26883,0.059524745,0.23086111
26884,0.12065004,0.3130402
26885,0.34355903,0.9008301
26886,0.07499316,0.90287536
26887,0.8167128,0.9238848
26888,0.9881009,0.9549669
26889,0.022101063,0.07063586
26890,0.074425414,0.253988
26891,0.8476764,0.9431414
26892,0.026389278,0.8184291
26893,0.009534461,0.07969625
26894,0.1527394,0.2808498
26895,0.02935474,0.8616918
26896,0.008376693,0.011858237
26897,0.10449097,0.41346782
26898,0.07605593,0.69209135
26899,0.02286239,0.018674714
26900,0.08964733,0.17873351
26901,0.021689383,0.50117034
26902,0.337365,0.9558041
26903,0.19652146,0.011985558
26904,0.04642554,0.2296403
26905,0.5970394,0.8642972
26906,0.008741479,0.24146838
26907,0.0039569293,0.5183289
26908,0.040187635,0.7481533
26909,0.13213858,0.031032544
26910,0.034956902,0.33154377
26911,0.013643545,0.028791925
26912,0.50371665,0.93813205
26913,0.59325683,0.8627239
26914,0.023655614,0.10265283
26915,0.10163703,0.44139716
26916,0.012025806,0.28023973
26917,0.00096432935,0.028680611
26918,0.9393486,0.9882598
26919,0.10027426,0.16916285
26920,0.007863411,0.06371273
26921,0.02746373,0.93654865
26922,0.017132796,0.87429756
26923,0.23648438,0.47603625
26924,0.9244826,0.9783748
26925,0.16632053,0.9677522
26926,0.3757353,0.7441525
26927,0.60437775,0.6462739
26928,0.04863447,0.5893295
26929,0.11906824,0.21969073
26930,0.6481304,0.87555754
26931,0.1957966,0.39174038
26932,0.05027991,0.98209965
26933,0.005935845,0.56397253
26934,0.23844913,0.5029766
26935,0.17763448,0.40697542
26936,0.096937485,0.217099
26937,0.2023582,0.76175493
26938,0.014068084,0.021836357
26939,0.04465022,0.09138715
26940,0.024370048,0.19121413
26941,0.12912545,0.38895214
26942,0.83856696,0.77133477
26943,0.07143848,0.6406924
26944,0.021920899,0.12170035
26945,0.05058688,0.6635841
26946,0.02017591,0.66258204
26947,0.2407924,0.65605414
26948,0.033448998,0.021952493
26949,0.011897424,0.008130959
26950,0.026866868,0.6531529
26951,0.11448652,0.28873312
26952,0.9206319,0.9614133
26953,0.45442095,0.97544616
26954,0.009787286,0.06690739
26955,0.0395648,0.6423677
26956,0.1340317,0.17496908
26957,0.018074151,0.97332644
26958,0.07271823,0.6090923
26959,0.0062444746,0.4706702
26960,0.012488871,0.05058144
26961,0.5599562,0.643278
26962,0.08739499,0.9435076
26963,0.048467297,0.1399931
26964,0.031249389,0.14446776
26965,0.46280852,0.9393511
26966,0.0062967455,0.028278
26967,0.23078555,0.56476986
26968,0.04030784,0.9379197
26969,0.07554051,0.10370651
26970,0.8222765,0.5477163
26971,0.08632342,0.12810045
26972,0.0019690383,0.005281141
26973,0.09133395,0.17883898
26974,0.1362164,0.2925536
26975,0.2968,0.71328074
26976,0.95866793,0.43973333
26977,0.08478294,0.39927015
26978,0.0060538626,0.9216489
26979,0.49964482,0.97165954
26980,0.029303053,0.048592158
26981,0.0014744364,0.54938316
26982,0.8855702,0.99334246
26983,0.32447553,0.6744565
26984,0.02787412,0.11859696
26985,0.027344992,0.05819608
26986,0.025581717,0.4219738
26987,0.018639935,0.13704005
26988,0.010283054,0.04937125
26989,0.41997358,0.9254712
26990,0.0018376593,0.037552714
26991,0.034135617,0.42524993
26992,0.32154608,0.53260857
26993,0.036000893,0.8590384
26994,0.036066223,0.12622088
26995,0.005739072,0.3609989
26996,0.67119056,0.42063817
26997,0.00904633,0.015541606
26998,0.023325397,0.06646562
26999,0.347442,0.5021047
27000,0.039575282,0.2571463
27001,0.05929576,0.9010861
27002,0.011075654,0.17387177
27003,0.0045636976,0.013551736
27004,0.2783906,0.22328204
27005,0.8085681,0.90081537
27006,0.82524514,0.89063615
27007,0.0066749263,0.0040998086
27008,0.057658095,0.014091536
27009,0.061882768,0.13860917
27010,0.0074339085,0.035259385
27011,0.0933893,0.05087661
27012,0.26114595,0.74830693
27013,0.1570849,0.3902408
27014,0.015467314,0.34669372
27015,0.44016248,0.11969688
27016,0.16046824,0.36697486
27017,0.5317178,0.9216944
27018,0.0058969893,0.23536539
27019,0.91977596,0.9900143
27020,0.32551903,0.40327504
27021,0.03560823,0.72565156
27022,0.05081397,0.2091507
27023,0.017493749,0.11212053
27024,0.14934379,0.34318712
27025,0.22943203,0.054574177
27026,0.02727268,0.24919254
27027,0.026018526,0.86524355
27028,0.65769655,0.9577121
27029,0.4535854,0.4524243
27030,0.0981465,0.11496722
27031,0.6207677,0.98658216
27032,0.1564145,0.7419032
27033,0.5788902,0.70068747
27034,0.007217995,0.47006884
27035,0.43411586,0.46599638
27036,0.29670063,0.85454035
27037,0.6508946,0.85119057
27038,0.007007451,0.015903667
27039,0.65710604,0.8310493
27040,0.028489219,0.21198416
27041,0.024585092,0.70108664
27042,0.01828927,0.65550786
27043,0.49410045,0.763438
27044,0.012420059,0.077234745
27045,0.034548067,0.38509452
27046,0.03882886,0.17661709
27047,0.6632202,0.33348024
27048,0.042199958,0.37422433
27049,0.12602991,0.9274725
27050,0.06500502,0.67643267
27051,0.11152162,0.21420524
27052,0.021320548,0.090908736
27053,0.98367405,0.9919527
27054,0.020779327,0.026272757
27055,0.0108877085,0.9221766
27056,0.33125907,0.23826551
27057,0.0036552711,0.008736258
27058,0.9457951,0.8390672
27059,0.04361036,0.12287176
27060,0.01004551,0.29717502
27061,0.011915617,0.49559924
27062,0.012253354,0.31286064
27063,0.029538188,0.54032475
27064,0.07675897,0.13634712
27065,0.17275722,0.5094408
27066,0.023646025,0.44512394
27067,0.85199296,0.92666
27068,0.5882949,0.8899831
27069,0.8964846,0.93392795
27070,0.0016987579,0.02215292
27071,0.023392646,0.07586472
27072,0.17124002,0.8300005
27073,0.045983788,0.95947045
27074,0.026854087,0.25543883
27075,0.18448676,0.5955634
27076,0.8863584,0.90890425
27077,0.015441985,0.120126754
27078,0.032085754,0.81382126
27079,0.09236619,0.8241569
27080,0.12765446,0.1529826
27081,0.037401356,0.854231
27082,0.20249414,0.20474373
27083,0.052170943,0.3331567
27084,0.9591737,0.899194
27085,0.0057669603,0.028046483
27086,0.012463661,0.17653733
27087,0.028341874,0.17595017
27088,0.21309757,0.73917246
27089,0.11025275,0.14613733
27090,0.563257,0.67606616
27091,0.46148843,0.27527222
27092,0.07320913,0.34877595
27093,0.15061875,0.15026182
27094,0.013004023,0.016810084
27095,0.08965509,0.59012264
27096,0.11493277,0.023587074
27097,0.23848574,0.84052527
27098,0.3310472,0.9026244
27099,0.1860291,0.33656996
27100,0.0701673,0.76568544
27101,0.05134314,0.42869493
27102,0.04125898,0.93440855
27103,0.057616536,0.037312657
27104,0.25686574,0.48901162
27105,0.08727685,0.32635343
27106,0.9159754,0.9551012
27107,0.36918372,0.8711426
27108,0.36801478,0.33956188
27109,0.12757511,0.17321333
27110,0.02899299,0.24682702
27111,0.07618458,0.36260545
27112,0.6231653,0.6883985
27113,0.11409556,0.07081109
27114,0.07810947,0.18197635
27115,0.3423854,0.8160407
27116,0.0031998816,0.97247285
27117,0.0043283734,0.054806337
27118,0.09872135,0.56330824
27119,0.11306862,0.052338094
27120,0.12018829,0.94563746
27121,0.012031076,0.9255385
27122,0.0018830729,0.098381266
27123,0.085173436,0.059068955
27124,0.0036821158,0.016008329
27125,0.0018090912,0.003936796
27126,0.15087403,0.33027515
27127,0.0128641715,0.15564153
27128,0.14682877,0.5841802
27129,0.14306417,0.6084808
27130,0.20504433,0.20608209
27131,0.017562307,0.12733151
27132,0.31461558,0.864421
27133,0.025323577,0.363723
27134,0.9024551,0.9913084
27135,0.001998772,0.42420408
27136,0.073019765,0.6467496
27137,0.05522936,0.18942453
27138,0.076605864,0.4835191
27139,0.025932776,0.114060886
27140,0.9931914,0.98320353
27141,0.671316,0.6989633
27142,0.011711827,0.14667664
27143,0.2918317,0.3945612
27144,0.023227597,0.05584839
27145,0.54137486,0.83785677
27146,0.05301644,0.94839513
27147,0.0629807,0.16049503
27148,0.025478996,0.0126437815
27149,0.17930114,0.08271597
27150,0.3742217,0.9269976
27151,0.3254675,0.9360935
27152,0.0064533562,0.19652429
27153,0.43179795,0.9003034
27154,0.22612101,0.8912444
27155,0.34473732,0.7681178
27156,0.0031100286,0.23700733
27157,0.0058053825,0.4543257
27158,0.015033505,0.25902495
27159,0.01114529,0.12984453
27160,0.04317058,0.18473554
27161,0.8344093,0.885051
27162,0.017991142,0.9344876
27163,0.5381727,0.54468083
27164,0.14218755,0.21178763
27165,0.45551857,0.6447437
27166,0.13806304,0.17607456
27167,0.1544645,0.4927051
27168,0.039203566,0.8000558
27169,0.7007508,0.6288912
27170,0.6983515,0.9802977
27171,0.014284263,0.3435025
27172,0.04025114,0.9671199
27173,0.5489386,0.468552
27174,0.17800732,0.28557378
27175,0.03597995,0.12700717
27176,0.8860801,0.92686146
27177,0.76963526,0.8444405
27178,0.04606637,0.29621255
27179,0.0218219,0.101
27180,0.14095336,0.5364749
27181,0.027480863,0.9155488
27182,0.177669,0.79055727
27183,0.01431025,0.71929634
27184,0.043849185,0.32362035
27185,0.111003146,0.79818803
27186,0.17064257,0.879361
27187,0.01318375,0.17331253
27188,0.056220405,0.49640664
27189,0.057954982,0.84852785
27190,0.10538138,0.88516575
27191,0.13403189,0.9755323
27192,0.26337558,0.92568046
27193,0.0045332904,0.021463659
27194,0.039955873,0.33021292
27195,0.0134859765,0.038312268
27196,0.26671576,0.08195516
27197,0.015313472,0.56466
27198,0.54969096,0.96455306
27199,0.0695344,0.25136328
27200,0.13875039,0.41622555
27201,0.33505782,0.81927776
27202,0.008731387,0.024491755
27203,0.020979602,0.03443826
27204,0.009432243,0.01325078
27205,0.061969385,0.20037346
27206,0.109446675,0.5052707
27207,0.042882904,0.105876714
27208,0.8053712,0.68279904
27209,0.29359686,0.40535116
27210,0.06680978,0.14457858
27211,0.015638672,0.26123646
27212,0.17980526,0.84712005
27213,0.38926774,0.2641288
27214,0.02573183,0.037598033
27215,0.07510786,0.8694991
27216,0.08795201,0.91915536
27217,0.04971809,0.29372606
27218,0.46060923,0.9753491
27219,0.709865,0.7794661
27220,0.430629,0.63747174
27221,0.032376256,0.799861
27222,0.15614577,0.69125026
27223,0.005760339,0.7576355
27224,0.09316046,0.6491235
27225,0.36238283,0.33200407
27226,0.0045286147,0.64405966
27227,0.19195646,0.23165412
27228,0.6696275,0.91346484
27229,0.4331881,0.8056461
27230,0.18220429,0.9703437
27231,0.110793374,0.9198384
27232,0.070768714,0.68995035
27233,0.5244972,0.30280396
27234,0.011978146,0.058643773
27235,0.9714714,0.9970202
27236,0.110291064,0.9368735
27237,0.6874491,0.7978564
27238,0.64163667,0.86577094
27239,0.15951934,0.10877764
27240,0.032655496,0.32693797
27241,0.08411293,0.14777587
27242,0.061648738,0.4573428
27243,0.03276764,0.10190732
27244,0.0074386667,0.032801703
27245,0.08193134,0.3047667
27246,0.75238985,0.96223724
27247,0.18596298,0.9796966
27248,0.18865995,0.7513578
27249,0.05403078,0.60772455
27250,0.07414031,0.15488037
27251,0.04826155,0.3752383
27252,0.119137034,0.36101505
27253,0.017328076,0.91496086
27254,0.9393471,0.9804716
27255,0.16886291,0.31160235
27256,0.81972307,0.97778964
27257,0.2732891,0.44884452
27258,0.34150842,0.633286
27259,0.3774441,0.9250368
27260,0.18326242,0.4496913
27261,0.21443404,0.8195521
27262,0.010946575,0.600219
27263,0.042162277,0.010129848
27264,0.016875867,0.066119686
27265,0.004881587,0.12376388
27266,0.13648085,0.119129695
27267,0.07941791,0.33431914
27268,0.008094002,0.0060837446
27269,0.8861236,0.3946808
27270,0.007951546,0.1142333
27271,0.03213061,0.094377704
27272,0.010853449,0.4985306
27273,0.015271314,0.12378058
27274,0.14448272,0.55625856
27275,0.19621167,0.4168448
27276,0.02812786,0.011580053
27277,0.016137451,0.97806495
27278,0.029690566,0.25437245
27279,0.1196986,0.15696241
27280,0.20817128,0.3369415
27281,0.0549547,0.10755551
27282,0.07469875,0.897902
27283,0.0028605,0.029908324
27284,0.22719745,0.5405682
27285,0.009445431,0.21257591
27286,0.053656317,0.4625421
27287,0.5203614,0.8982618
27288,0.85746366,0.8595806
27289,0.24107471,0.47124082
27290,0.05008366,0.029578539
27291,0.35499468,0.863254
27292,0.05624161,0.5828836
27293,0.055725556,0.8501681
27294,0.053838957,0.043603882
27295,0.55419374,0.97467947
27296,0.078460164,0.83161455
27297,0.02701209,0.9080469
27298,0.073850945,0.24206747
27299,0.23124595,0.65133417
27300,0.010936951,0.9150379
27301,0.0026570219,0.017578958
27302,0.117657304,0.8938301
27303,0.14721143,0.066848576
27304,0.10462676,0.8588518
27305,0.0027227004,0.009351945
27306,0.26287422,0.72726136
27307,0.8967955,0.9663834
27308,0.087325454,0.09155273
27309,0.8356451,0.9687575
27310,0.019000916,0.15802531
27311,0.0586043,0.23809746
27312,0.09044104,0.66294336
27313,0.048531454,0.057962768
27314,0.011892335,0.019742148
27315,0.05224803,0.19401856
27316,0.17283446,0.85015476
27317,0.055240225,0.36695418
27318,0.09775539,0.2124638
27319,0.26330116,0.9347134
27320,0.026462257,0.8554658
27321,0.043288745,0.8170303
27322,0.46722114,0.67453736
27323,0.014880842,0.3498918
27324,0.11672872,0.58146524
27325,0.9575431,0.9841188
27326,0.016211402,0.6373138
27327,0.39814585,0.21014456
27328,0.6117494,0.5644138
27329,0.15868318,0.13385041
27330,0.011141297,0.19583786
27331,0.04295767,0.19890511
27332,0.056345165,0.79132295
27333,0.774961,0.83245814
27334,0.03637853,0.010318307
27335,0.14424218,0.08000458
27336,0.07201535,0.049530745
27337,0.26394802,0.83725643
27338,0.18890408,0.69471794
27339,0.0848359,0.35956845
27340,0.006506883,0.09251102
27341,0.18341601,0.58666265
27342,0.026533363,0.9135749
27343,0.02570629,0.15562125
27344,0.46629718,0.5318632
27345,0.046960108,0.31326807
27346,0.33111423,0.950091
27347,0.91768056,0.90629053
27348,0.032478906,0.37364373
27349,0.029084597,0.16846043
27350,0.021704126,0.9437411
27351,0.79755086,0.91756713
27352,0.13773769,0.62851375
27353,0.02778317,0.03356594
27354,0.5201423,0.9167489
27355,0.021649988,0.035959013
27356,0.27151883,0.46772894
27357,0.09134499,0.2614199
27358,0.5352872,0.88107514
27359,0.4255823,0.7570279
27360,0.10345908,0.60117143
27361,0.013287897,0.9304932
27362,0.31458586,0.39884925
27363,0.09918323,0.13385417
27364,0.0048909727,0.31709877
27365,0.1865354,0.78475124
27366,0.15309148,0.6116287
27367,0.19913264,0.7700352
27368,0.059132952,0.7304934
27369,0.024365388,0.03304816
27370,0.0044956193,0.8288429
27371,0.1804928,0.42958373
27372,0.056559175,0.09497069
27373,0.9079129,0.7799923
27374,0.00702757,0.2316049
27375,0.053724315,0.8633081
27376,0.49042225,0.43200502
27377,0.15086612,0.7702132
27378,0.03376797,0.08979554
27379,0.01919454,0.1159706
27380,0.033731814,0.8686386
27381,0.006562483,0.3771645
27382,0.08171263,0.16267125
27383,0.037201095,0.32508
27384,0.04069189,0.5373368
27385,0.09549803,0.97263205
27386,0.079408176,0.89344656
27387,0.90214753,0.80896264
27388,0.07356328,0.17841712
27389,0.06921417,0.112585016
27390,0.023394808,0.02897727
27391,0.33114555,0.8919967
27392,0.98054105,0.9676359
27393,0.003034768,0.021149343
27394,0.004734564,0.47972524
27395,0.8687242,0.8782777
27396,0.005058107,0.07828745
27397,0.95678395,0.9725744
27398,0.049592406,0.583944
27399,0.12154996,0.42867973
27400,0.010647527,0.9048173
27401,0.29825065,0.14743833
27402,0.09276727,0.7720131
27403,0.03385895,0.11376669
27404,0.41372773,0.1633214
27405,0.84532714,0.9270863
27406,0.017753595,0.17050529
27407,0.18213178,0.097189344
27408,0.11716561,0.20172325
27409,0.9716662,0.9943153
27410,0.01901081,0.09953435
27411,0.08347502,0.112486415
27412,0.016114565,0.7210639
27413,0.051608168,0.3178821
27414,0.38936946,0.66480696
27415,0.028140701,0.17257504
27416,0.12925631,0.16548808
27417,0.5692392,0.58050096
27418,0.40125346,0.1195785
27419,0.69323766,0.96499354
27420,0.046067774,0.14471662
27421,0.2397503,0.42551795
27422,0.15646984,0.5898111
27423,0.009407887,0.23465331
27424,0.017402763,0.44665438
27425,0.0068038283,0.20906317
27426,0.18667382,0.27297366
27427,0.079697,0.31549385
27428,0.041051574,0.10998452
27429,0.70148575,0.29637226
27430,0.050870806,0.47249457
27431,0.07682559,0.71086687
27432,0.2782331,0.59366447
27433,0.06506872,0.58914286
27434,0.08386346,0.18291256
27435,0.17335291,0.39946726
27436,0.010483253,0.023047183
27437,0.043663595,0.10536353
27438,0.16919555,0.12281333
27439,0.13904126,0.45333162
27440,0.21947306,0.13361831
27441,0.89274424,0.90230185
27442,0.16080098,0.9820672
27443,0.043997113,0.07799628
27444,0.0061531207,0.025796708
27445,0.023883844,0.034856085
27446,0.20071955,0.11596475
27447,0.05814854,0.23599517
27448,0.067868724,0.63233024
27449,0.12524132,0.94872653
27450,0.19656841,0.8247174
27451,0.0077481247,0.04673786
27452,0.03162958,0.017252387
27453,0.15625869,0.90758777
27454,0.061241042,0.4563619
27455,0.2923327,0.30642566
27456,0.1987268,0.4400569
27457,0.027977519,0.3404546
27458,0.030290715,0.2537222
27459,0.038434867,0.06872311
27460,0.9018692,0.81320775
27461,0.010977082,0.02028739
27462,0.11840976,0.32986465
27463,0.14394389,0.3824381
27464,0.35302132,0.63944614
27465,0.93178856,0.993053
27466,0.0132109,0.0637959
27467,0.0015782424,0.13426514
27468,0.107325636,0.30168965
27469,0.04059016,0.30700433
27470,0.85127497,0.74315584
27471,0.077768594,0.87369275
27472,0.32394806,0.45986748
27473,0.24928193,0.24735723
27474,0.24055701,0.53481054
27475,0.030822122,0.010994199
27476,0.050191898,0.2936039
27477,0.099772304,0.23160987
27478,0.02573251,0.96549726
27479,0.10251141,0.21291895
27480,0.36760363,0.6654192
27481,0.8726319,0.82384896
27482,0.4531707,0.19498736
27483,0.87514,0.8234316
27484,0.04163968,0.8708954
27485,0.011965596,0.85410434
27486,0.32781547,0.3263423
27487,0.15401742,0.96264124
27488,0.8853844,0.7807672
27489,0.94104046,0.90625703
27490,0.0024732207,0.2184532
27491,0.5896511,0.5836717
27492,0.014959328,0.56086665
27493,0.17129987,0.9770519
27494,0.16111562,0.5486967
27495,0.115332566,0.12853286
27496,0.008323127,0.022255529
27497,0.09081635,0.009405577
27498,0.15882626,0.851413
27499,0.07864423,0.8691988
27500,0.057664867,0.9725276
27501,0.04954393,0.37151697
27502,0.0534014,0.550243
27503,0.037023615,0.8206251
27504,0.00813708,0.07512384
27505,0.013011302,0.0759592
27506,0.3360865,0.9137446
27507,0.11177371,0.24507447
27508,0.20155008,0.36975944
27509,0.045870554,0.57066387
27510,0.54882765,0.17470619
27511,0.17749913,0.56133276
27512,0.033572514,0.17676438
27513,0.017081298,0.58639914
27514,0.2907371,0.46393535
27515,0.30634674,0.5584028
27516,0.6446882,0.9042814
27517,0.027376119,0.008778665
27518,0.7757318,0.96621823
27519,0.04798356,0.019043412
27520,0.020833453,0.08151333
27521,0.046866115,0.65634733
27522,0.26427335,0.07552119
27523,0.001990689,0.0844166
27524,0.5330625,0.6549693
27525,0.06081499,0.17302932
27526,0.17244175,0.5121263
27527,0.014377828,0.9568814
27528,0.17516018,0.94509304
27529,0.09205059,0.92134726
27530,0.012090243,0.06722664
27531,0.08332484,0.03071021
27532,0.057868827,0.91462284
27533,0.26081085,0.37018317
27534,0.021707902,0.065289065
27535,0.017608184,0.84183925
27536,0.050268117,0.27420163
27537,0.5237272,0.6844415
27538,0.47431383,0.3934782
27539,0.35655087,0.9496232
27540,0.71708196,0.14793622
27541,0.83154255,0.9418425
27542,0.008743123,0.056962647
27543,0.7660352,0.7271769
27544,0.25480512,0.35605162
27545,0.12787835,0.0714142
27546,0.5457666,0.50845796
27547,0.08422004,0.11174406
27548,0.03503789,0.9767477
27549,0.008164485,0.8062686
27550,0.031509705,0.18640316
27551,0.34758902,0.7873163
27552,0.017114626,0.85641116
27553,0.108334675,0.63725585
27554,0.06348094,0.23719741
27555,0.10372569,0.13469161
27556,0.004976158,0.78137046
27557,0.3022916,0.936514
27558,0.011918475,0.2205959
27559,0.1825484,0.79414433
27560,0.45451277,0.94181293
27561,0.6320149,0.82871073
27562,0.40609482,0.78618664
27563,0.12287711,0.66966987
27564,0.28519678,0.54874647
27565,0.010799635,0.36201978
27566,0.3653894,0.3527281
27567,0.1418996,0.55885476
27568,0.112820394,0.9387333
27569,0.038484335,0.28939778
27570,0.3527564,0.7653109
27571,0.029786037,0.046532433
27572,0.00065726764,0.016098628
27573,0.03032129,0.29380655
27574,0.068380505,0.60480386
27575,0.003079712,0.21155229
27576,0.0015776296,0.04019573
27577,0.025818238,0.39242482
27578,0.25080207,0.59762424
27579,0.17701319,0.59914887
27580,0.14036357,0.8596468
27581,0.13405786,0.14743969
27582,0.04743768,0.24011526
27583,0.024543822,0.14872664
27584,0.4590774,0.71293825
27585,0.045877658,0.23751247
27586,0.3264044,0.665832
27587,0.16033672,0.8408701
27588,0.08798656,0.1902019
27589,0.06301559,0.46199328
27590,0.065244764,0.50500965
27591,0.06844627,0.5060115
27592,0.014427946,0.018728785
27593,0.016336733,0.01815258
27594,0.12607592,0.57487065
27595,0.049582716,0.12148442
27596,0.26617625,0.28427705
27597,0.2824968,0.07344295
27598,0.04260832,0.08472795
27599,0.49852255,0.84902483
27600,0.058269497,0.62062114
27601,0.047067046,0.9717011
27602,0.958867,0.98318785
27603,0.012488112,0.041398246
27604,0.0025296805,0.23896042
27605,0.8007574,0.3933658
27606,0.43052822,0.15774457
27607,0.60386044,0.57453394
27608,0.122352175,0.67401856
27609,0.21114087,0.9065875
27610,0.5105058,0.79793215
27611,0.32249346,0.06451461
27612,0.01641012,0.5815876
27613,0.9056707,0.9432066
27614,0.045204807,0.34225145
27615,0.18523467,0.9765976
27616,0.0064193527,0.009901854
27617,0.19983694,0.4115372
27618,0.39160883,0.44391516
27619,0.37460986,0.23827319
27620,0.26391652,0.591563
27621,0.10789429,0.5277272
27622,0.76166195,0.9646516
27623,0.0074585215,0.9098828
27624,0.1706141,0.9055469
27625,0.011241794,0.44871703
27626,0.005685182,0.083742015
27627,0.9595834,0.8780534
27628,0.019493671,0.8857626
27629,0.021008685,0.050419502
27630,0.28273222,0.8450107
27631,0.07025341,0.3157133
27632,0.019408379,0.20947002
27633,0.63468784,0.6322906
27634,0.15147987,0.27170426
27635,0.013049727,0.2501158
